name,main_topic_7,main_topic_30,main_topic_90,words_topic_7,words_topic_30,words_topic_90
Carbide,2,16,86,"['grove', 'barrier', 'engineering', 'equipment', 'diffusion', 'metal', 'operation', 'president', 'nichols', 'design', 'committee', 'decision', 'construction', 'york', 'dupont', 'keith', 'lawrence', 'chemical', 'columbia', 'colonel']","['grove', 'engineering', 'dupont', 'nichols', 'colonel', 'district', 'committee', 'president', 'barrier', 'keith', 'construction', 'mr', 'officer', 'decision', 'design', 'york', '000', 'operation', 'diffusion', 'organization']","['barrier', 'grove', 'reactor', 'columbia', 'dunning', 'kellex', 'carbide', 'mr', 'fellow', 'nickel', 'keith', 'urey', 'york', 'diffusion', 'c', 'baker', 'plastic', 'power', 'graphite', 'production']"
CarlAckerman,7,26,32,"['japanese', 'japan', 'mission', 'plane', 'weapon', 'hiroshima', 'force', 'german', 'nagasaki', 'grove', 'dropped', 'crew', '000', 'b', 'airplane', 'ship', 'bombing', 'truman', 'island', 'germany']","['plane', 'mission', 'crew', 'airplane', 'b', 'pilot', 'tinian', '29', 'training', 'wendover', 'reunion', 'dropped', 'hiroshima', 'flew', 'colonel', 'island', 'flight', 'nagasaki', 'japan', 'gay']","['plane', 'mission', 'crew', 'airplane', 'b', 'wendover', 'reunion', 'training', 'tinian', '29', 'pilot', 'flew', 'fly', 'dropped', 'colonel', 'base', 'hiroshima', 'flight', 'flying', 'force']"
CarlAnderson,3,30,73,"['fermi', 'szilard', 'reactor', 'chemistry', 'plutonium', 'student', 'wigner', 'experiment', 'pile', 'reaction', 'science', 'professor', 'neutron', 'chain', 'enrico', 'graduate', 'hanford', 'dupont', 'dr', 'chemist']","['fermi', 'neutron', 'student', 'experiment', 'fission', 'reaction', 'theoretical', 'oppenheimer', 'pile', 'enrico', 'professor', 'bohr', 'experimental', 'measurement', 'graduate', 'compton', 'member', 'calculation', 'ray', 'cambridge']","['fermi', 'pile', 'experiment', 'compton', 'student', 'science', 'graphite', 'enrico', 'member', 'stand', 'reaction', 'anderson', 'campus', 'theoretical', 'oppenheimer', 'discussion', 'faculty', 'neutron', 'experimental', 'professor']"
CarlBetz,1,9,44,"['father', 'mother', 'child', 'santa', 'married', 'fe', 'town', 'dad', 'girl', 'brother', 'kid', 'husband', 'bus', 'road', 'barrack', 'wonderful', 'camp', 'hall', 'sister', 'hill']","['santa', 'fe', 'dorothy', 'hotel', 'mexico', 'bus', 'brother', 'la', 'wonderful', 'fonda', 'oppenheimer', 'mckibbin', 'community', 'indian', 'barrack', 'hill', 'road', 'town', 'east', 'palace']","['barrack', 'civilian', 'officer', 'forth', 'town', 'service', 'santa', 'fe', 'training', 'gi', 'sergeant', 'wac', 'tech', 'personnel', 'detachment', 'assigned', 'unit', 'various', 'trinity', 'post']"
CarlCompton,1,16,58,"['father', 'mother', 'child', 'santa', 'married', 'fe', 'town', 'dad', 'girl', 'brother', 'kid', 'husband', 'bus', 'road', 'barrack', 'wonderful', 'camp', 'hall', 'sister', 'hill']","['grove', 'engineering', 'dupont', 'nichols', 'colonel', 'district', 'committee', 'president', 'barrier', 'keith', 'construction', 'mr', 'officer', 'decision', 'design', 'york', '000', 'operation', 'diffusion', 'organization']","['science', 'reactor', 'power', 'technology', 'national', 'student', 'system', 'engineering', 'generation', 'industry', 'ii', 'basic', 'example', 'fuel', 'weapon', 'mit', 'effort', 'experiment', 'design', 'electricity']"
CarlE.Heussner,1,2,15,"['father', 'mother', 'child', 'santa', 'married', 'fe', 'town', 'dad', 'girl', 'brother', 'kid', 'husband', 'bus', 'road', 'barrack', 'wonderful', 'camp', 'hall', 'sister', 'hill']","['metal', 'plutonium', 'temperature', 'steel', 'form', 'powder', 'graphite', 'assembly', 'alpha', 'oxide', 'inch', 'metallurgy', 'gram', 'heat', 'pure', 'alloy', 'copper', 'core', 'essentially', 'operation']","['joe', 'forth', 'married', 'laugh', 'santa', 'plutonium', 'reactor', 'chemistry', 'oppenheimer', 'fe', 'train', 'fellow', 'badge', 'mail', 'wonderful', 'berkeley', 'hey', 'crawford', 'system', 'door']"
CarlEckart,3,3,3,"['fermi', 'szilard', 'reactor', 'chemistry', 'plutonium', 'student', 'wigner', 'experiment', 'pile', 'reaction', 'science', 'professor', 'neutron', 'chain', 'enrico', 'graduate', 'hanford', 'dupont', 'dr', 'chemist']","['szilard', 'fermi', 'reactor', 'wigner', 'reaction', 'chain', 'science', 'plutonium', 'einstein', 'student', 'enrico', 'leo', 'graphite', 'chemistry', 'letter', 'professor', 'german', 'control', 'dr', 'nobel']","['reactor', 'wigner', 'szilard', 'plutonium', 'engineering', 'hanford', 'design', 'argonne', 'national', 'hospital', 'dupont', 'fermi', 'chemical', 'power', 'chemistry', 'graphite', '10', 'letter', 'reaction', 'science']"
CarlFriedrich,6,6,65,"['oppenheimer', 'weapon', 'teller', 'robert', 'science', 'soviet', 'russian', 'student', 'hydrogen', 'term', 'edward', 'berkeley', 'committee', 'president', 'inaudible', 'communist', 'example', 'french', 'party', 'fuchs']","['weapon', 'teller', 'hydrogen', 'oppenheimer', 'russian', 'soviet', 'fission', 'committee', 'edward', 'thermonuclear', 'design', 'explosive', 'shot', 'neutron', 'yield', 'force', 'plutonium', 'division', 'explosion', 'radiation']","['oppenheimer', 'teller', 'weapon', 'hydrogen', 'russian', 'edward', 'committee', 'bethe', 'fission', 'implosion', 'thermonuclear', 'force', 'shot', 'ulam', 'radiation', 'calculation', 'design', 'clear', 'soviet', 'oppie']"
CarlFriedrichGauss,6,13,66,"['oppenheimer', 'weapon', 'teller', 'robert', 'science', 'soviet', 'russian', 'student', 'hydrogen', 'term', 'edward', 'berkeley', 'committee', 'president', 'inaudible', 'communist', 'example', 'french', 'party', 'fuchs']","['father', 'mother', 'child', 'dad', 'kid', 'sister', 'parent', 'husband', 'married', 'teacher', 'student', 'died', 'brother', 'son', 'york', 'class', 'grade', 'grandfather', 'wonderful', 'hospital']","['oppenheimer', 'institute', 'teller', 'mathematics', 'princeton', 'science', 'robert', 'einstein', 'inaudible', 'mathematician', 'hungarian', 'von', 'neumann', 'fermi', 'hearing', 'america', 'division', 'often', 'york', 'term']"
CarlFriedrichvonWeizsacker,3,3,65,"['fermi', 'szilard', 'reactor', 'chemistry', 'plutonium', 'student', 'wigner', 'experiment', 'pile', 'reaction', 'science', 'professor', 'neutron', 'chain', 'enrico', 'graduate', 'hanford', 'dupont', 'dr', 'chemist']","['szilard', 'fermi', 'reactor', 'wigner', 'reaction', 'chain', 'science', 'plutonium', 'einstein', 'student', 'enrico', 'leo', 'graphite', 'chemistry', 'letter', 'professor', 'german', 'control', 'dr', 'nobel']","['oppenheimer', 'teller', 'weapon', 'hydrogen', 'russian', 'edward', 'committee', 'bethe', 'fission', 'implosion', 'thermonuclear', 'force', 'shot', 'ulam', 'radiation', 'calculation', 'design', 'clear', 'soviet', 'oppie']"
CarlGamertsfelder,5,6,6,"['reactor', 'plutonium', 'radiation', 'fuel', 'power', 'hanford', 'design', 'neutron', 'element', 'chemical', 'facility', 'dupont', 'system', 'tube', 'radioactive', 'operation', 'separation', 'level', 'engineering', 'rod']","['weapon', 'teller', 'hydrogen', 'oppenheimer', 'russian', 'soviet', 'fission', 'committee', 'edward', 'thermonuclear', 'design', 'explosive', 'shot', 'neutron', 'yield', 'force', 'plutonium', 'division', 'explosion', 'radiation']","['weapon', 'division', 'medical', 'national', 'technology', 'neutron', 'power', 'museum', 'dr', 'commission', 'mass', 'radiation', 'tennessee', 'union', 'source', 'president', 'training', 'changed', 'public', 'hospital']"
CarlGarmertsfelder,1,15,15,"['father', 'mother', 'child', 'santa', 'married', 'fe', 'town', 'dad', 'girl', 'brother', 'kid', 'husband', 'bus', 'road', 'barrack', 'wonderful', 'camp', 'hall', 'sister', 'hill']","['reactor', 'richland', 'rod', 'hanford', 'fuel', 'dupont', 'control', 'graphite', 'b', 'safety', 'tube', 'power', 'plutonium', 'level', 'pile', 'forth', 'system', 'john', 'construction', 'design']","['joe', 'forth', 'married', 'laugh', 'santa', 'plutonium', 'reactor', 'chemistry', 'oppenheimer', 'fe', 'train', 'fellow', 'badge', 'mail', 'wonderful', 'berkeley', 'hey', 'crawford', 'system', 'door']"
CarlHasty,4,28,63,"['hanford', 'richland', 'river', 'dupont', 'waste', 'construction', '000', 'reactor', 'land', 'pasco', 'town', 'tank', 'columbia', '00', 'study', 'worker', 'report', 'cleanup', 'camp', 'law']","['construction', 'hanford', 'dupont', 'union', 'labor', 'engineering', 'powder', 'division', 'manager', 'manpower', 'kansa', 'carpenter', 'explosive', 'craft', 'grove', 'commission', 'aluminum', '000', 'train', 'priority']","['kansa', 'manpower', 'commission', '00', 'texas', 'train', 'union', 'pasco', 'employment', 'hired', 'dupont', 'immediately', 'clear', 'priority', 'folk', 'plane', 'region', 'concern', 'cooled', '1']"
CarlHelmholz,3,3,15,"['fermi', 'szilard', 'reactor', 'chemistry', 'plutonium', 'student', 'wigner', 'experiment', 'pile', 'reaction', 'science', 'professor', 'neutron', 'chain', 'enrico', 'graduate', 'hanford', 'dupont', 'dr', 'chemist']","['szilard', 'fermi', 'reactor', 'wigner', 'reaction', 'chain', 'science', 'plutonium', 'einstein', 'student', 'enrico', 'leo', 'graphite', 'chemistry', 'letter', 'professor', 'german', 'control', 'dr', 'nobel']","['joe', 'forth', 'married', 'laugh', 'santa', 'plutonium', 'reactor', 'chemistry', 'oppenheimer', 'fe', 'train', 'fellow', 'badge', 'mail', 'wonderful', 'berkeley', 'hey', 'crawford', 'system', 'door']"
CarlHigby,1,15,15,"['father', 'mother', 'child', 'santa', 'married', 'fe', 'town', 'dad', 'girl', 'brother', 'kid', 'husband', 'bus', 'road', 'barrack', 'wonderful', 'camp', 'hall', 'sister', 'hill']","['reactor', 'richland', 'rod', 'hanford', 'fuel', 'dupont', 'control', 'graphite', 'b', 'safety', 'tube', 'power', 'plutonium', 'level', 'pile', 'forth', 'system', 'john', 'construction', 'design']","['joe', 'forth', 'married', 'laugh', 'santa', 'plutonium', 'reactor', 'chemistry', 'oppenheimer', 'fe', 'train', 'fellow', 'badge', 'mail', 'wonderful', 'berkeley', 'hey', 'crawford', 'system', 'door']"
CarlJung,1,15,15,"['father', 'mother', 'child', 'santa', 'married', 'fe', 'town', 'dad', 'girl', 'brother', 'kid', 'husband', 'bus', 'road', 'barrack', 'wonderful', 'camp', 'hall', 'sister', 'hill']","['reactor', 'richland', 'rod', 'hanford', 'fuel', 'dupont', 'control', 'graphite', 'b', 'safety', 'tube', 'power', 'plutonium', 'level', 'pile', 'forth', 'system', 'john', 'construction', 'design']","['joe', 'forth', 'married', 'laugh', 'santa', 'plutonium', 'reactor', 'chemistry', 'oppenheimer', 'fe', 'train', 'fellow', 'badge', 'mail', 'wonderful', 'berkeley', 'hey', 'crawford', 'system', 'door']"
CarlKaysen,6,21,15,"['oppenheimer', 'weapon', 'teller', 'robert', 'science', 'soviet', 'russian', 'student', 'hydrogen', 'term', 'edward', 'berkeley', 'committee', 'president', 'inaudible', 'communist', 'example', 'french', 'party', 'fuchs']","['oppenheimer', 'robert', 'teller', 'berkeley', 'princeton', 'inaudible', 'kitty', 'party', 'student', 'letter', 'edward', 'institute', 'hearing', 'oppie', 'science', 'grove', 'lawrence', 'term', 'member', 'perhaps']","['joe', 'forth', 'married', 'laugh', 'santa', 'plutonium', 'reactor', 'chemistry', 'oppenheimer', 'fe', 'train', 'fellow', 'badge', 'mail', 'wonderful', 'berkeley', 'hey', 'crawford', 'system', 'door']"
CarlMcDowell,1,13,13,"['father', 'mother', 'child', 'santa', 'married', 'fe', 'town', 'dad', 'girl', 'brother', 'kid', 'husband', 'bus', 'road', 'barrack', 'wonderful', 'camp', 'hall', 'sister', 'hill']","['father', 'mother', 'child', 'dad', 'kid', 'sister', 'parent', 'husband', 'married', 'teacher', 'student', 'died', 'brother', 'son', 'york', 'class', 'grade', 'grandfather', 'wonderful', 'hospital']","['father', 'mother', 'child', 'dad', 'sister', 'parent', 'married', 'kid', 'husband', 'wonderful', 'brother', 'died', 'son', 'grade', 'teacher', 'loved', 'hospital', 'student', 'oppenheimer', 'girl']"
CarlRudder,1,18,20,"['father', 'mother', 'child', 'santa', 'married', 'fe', 'town', 'dad', 'girl', 'brother', 'kid', 'husband', 'bus', 'road', 'barrack', 'wonderful', 'camp', 'hall', 'sister', 'hill']","['12', 'k', '25', 'town', 'tennessee', '235', 'equipment', 'diffusion', 'engineering', 'training', 'ground', 'grove', '000', 'bus', 'system', 'camera', 'reactor', 'operation', 'tank', 'ship']","['conant', 'bush', 'oppie', 'scout', 'grove', 'trinity', 'president', 'harvard', 'son', 'denver', 'chemistry', 'yield', 'british', 'hospital', 'guard', 'camp', 'fermi', 'technical', 'student', 'navy']"
CarlSagan,6,6,87,"['oppenheimer', 'weapon', 'teller', 'robert', 'science', 'soviet', 'russian', 'student', 'hydrogen', 'term', 'edward', 'berkeley', 'committee', 'president', 'inaudible', 'communist', 'example', 'french', 'party', 'fuchs']","['weapon', 'teller', 'hydrogen', 'oppenheimer', 'russian', 'soviet', 'fission', 'committee', 'edward', 'thermonuclear', 'design', 'explosive', 'shot', 'neutron', 'yield', 'force', 'plutonium', 'division', 'explosion', 'radiation']","['teller', 'refugee', 'jew', 'plutonium', 'helium', 'edward', '000', '3', 'science', 'explosion', 'neutron', 'explosive', 'weapon', 'jewish', 'proton', 'temperature', 'camp', 'germany', 'begin', 'low']"
CarlSpaatz,6,6,32,"['oppenheimer', 'weapon', 'teller', 'robert', 'science', 'soviet', 'russian', 'student', 'hydrogen', 'term', 'edward', 'berkeley', 'committee', 'president', 'inaudible', 'communist', 'example', 'french', 'party', 'fuchs']","['weapon', 'teller', 'hydrogen', 'oppenheimer', 'russian', 'soviet', 'fission', 'committee', 'edward', 'thermonuclear', 'design', 'explosive', 'shot', 'neutron', 'yield', 'force', 'plutonium', 'division', 'explosion', 'radiation']","['plane', 'mission', 'crew', 'airplane', 'b', 'wendover', 'reunion', 'training', 'tinian', '29', 'pilot', 'flew', 'fly', 'dropped', 'colonel', 'base', 'hiroshima', 'flight', 'flying', 'force']"
CarlSpaatzand,7,19,84,"['japanese', 'japan', 'mission', 'plane', 'weapon', 'hiroshima', 'force', 'german', 'nagasaki', 'grove', 'dropped', 'crew', '000', 'b', 'airplane', 'ship', 'bombing', 'truman', 'island', 'germany']","['force', 'experiment', 'gold', 'fuchs', 'interview', 'contact', 'unit', 'command', 'wendover', 'document', 'base', 'york', 'accident', 'anti', 'colonel', 'report', 'grove', 'laughter', 'frisch', 'weapon']","['inaudible', 'teller', 'chadwick', 'mission', 'weapon', 'original', 'santa', 'fe', 'oppenheimer', 'poland', 'conversation', 'laughter', 'plane', 'equipment', '000', 'civilian', 'bohr', 'h', 'letter', 'foot']"
CarlStrickand,1,27,44,"['father', 'mother', 'child', 'santa', 'married', 'fe', 'town', 'dad', 'girl', 'brother', 'kid', 'husband', 'bus', 'road', 'barrack', 'wonderful', 'camp', 'hall', 'sister', 'hill']","['girl', 'bus', 'married', 'road', 'food', 'dance', 'badge', 'forth', 'hill', 'hall', 'valley', 'civilian', 'happy', 'santa', 'guard', 'laughter', 'train', 'service', 'mother', 'truck']","['barrack', 'civilian', 'officer', 'forth', 'town', 'service', 'santa', 'fe', 'training', 'gi', 'sergeant', 'wac', 'tech', 'personnel', 'detachment', 'assigned', 'unit', 'various', 'trinity', 'post']"
CarlTaylorCompton,2,16,70,"['grove', 'barrier', 'engineering', 'equipment', 'diffusion', 'metal', 'operation', 'president', 'nichols', 'design', 'committee', 'decision', 'construction', 'york', 'dupont', 'keith', 'lawrence', 'chemical', 'columbia', 'colonel']","['grove', 'engineering', 'dupont', 'nichols', 'colonel', 'district', 'committee', 'president', 'barrier', 'keith', 'construction', 'mr', 'officer', 'decision', 'design', 'york', '000', 'operation', 'diffusion', 'organization']","['grove', 'district', 'nichols', '000', 'dupont', 'hanford', 'colonel', 'marshall', '00', 'bush', 'officer', 'construction', 'chief', 'west', 'corp', 'report', 'lawrence', '1', 'river', 'uniform']"
CarlWalther,5,18,15,"['reactor', 'plutonium', 'radiation', 'fuel', 'power', 'hanford', 'design', 'neutron', 'element', 'chemical', 'facility', 'dupont', 'system', 'tube', 'radioactive', 'operation', 'separation', 'level', 'engineering', 'rod']","['12', 'k', '25', 'town', 'tennessee', '235', 'equipment', 'diffusion', 'engineering', 'training', 'ground', 'grove', '000', 'bus', 'system', 'camera', 'reactor', 'operation', 'tank', 'ship']","['joe', 'forth', 'married', 'laugh', 'santa', 'plutonium', 'reactor', 'chemistry', 'oppenheimer', 'fe', 'train', 'fellow', 'badge', 'mail', 'wonderful', 'berkeley', 'hey', 'crawford', 'system', 'door']"
CarlYantis,1,15,15,"['father', 'mother', 'child', 'santa', 'married', 'fe', 'town', 'dad', 'girl', 'brother', 'kid', 'husband', 'bus', 'road', 'barrack', 'wonderful', 'camp', 'hall', 'sister', 'hill']","['reactor', 'richland', 'rod', 'hanford', 'fuel', 'dupont', 'control', 'graphite', 'b', 'safety', 'tube', 'power', 'plutonium', 'level', 'pile', 'forth', 'system', 'john', 'construction', 'design']","['joe', 'forth', 'married', 'laugh', 'santa', 'plutonium', 'reactor', 'chemistry', 'oppenheimer', 'fe', 'train', 'fellow', 'badge', 'mail', 'wonderful', 'berkeley', 'hey', 'crawford', 'system', 'door']"
Carleton,7,10,25,"['japanese', 'japan', 'mission', 'plane', 'weapon', 'hiroshima', 'force', 'german', 'nagasaki', 'grove', 'dropped', 'crew', '000', 'b', 'airplane', 'ship', 'bombing', 'truman', 'island', 'germany']","['chemistry', 'barrier', 'berkeley', 'plutonium', 'columbia', 'chemist', 'lawrence', 'heavy', 'chemical', 'father', 'separation', 'cyclotron', 'method', 'experiment', 'fermi', 'dunning', 'urey', 'science', 'kellex', 'pressure']","['hanford', 'dupont', 'berkeley', 'columbia', 'lawrence', 'operation', 'aluminum', 'reactor', 'slug', 'chemical', 'river', 'greenewalt', 'fish', 'radioactive', 'engineering', 'fermi', 'dr', 'element', 'chemist', 'pilot']"
CarlisleSmith,1,27,44,"['father', 'mother', 'child', 'santa', 'married', 'fe', 'town', 'dad', 'girl', 'brother', 'kid', 'husband', 'bus', 'road', 'barrack', 'wonderful', 'camp', 'hall', 'sister', 'hill']","['girl', 'bus', 'married', 'road', 'food', 'dance', 'badge', 'forth', 'hill', 'hall', 'valley', 'civilian', 'happy', 'santa', 'guard', 'laughter', 'train', 'service', 'mother', 'truck']","['barrack', 'civilian', 'officer', 'forth', 'town', 'service', 'santa', 'fe', 'training', 'gi', 'sergeant', 'wac', 'tech', 'personnel', 'detachment', 'assigned', 'unit', 'various', 'trinity', 'post']"
Carlos,1,22,58,"['father', 'mother', 'child', 'santa', 'married', 'fe', 'town', 'dad', 'girl', 'brother', 'kid', 'husband', 'bus', 'road', 'barrack', 'wonderful', 'camp', 'hall', 'sister', 'hill']","['science', 'community', 'museum', 'weapon', 'ii', 'national', 'black', 'folk', 'term', 'technology', 'town', 'example', 'opportunity', 'white', 'hanford', 'within', 'effort', 'basic', 'mit', 'often']","['science', 'reactor', 'power', 'technology', 'national', 'student', 'system', 'engineering', 'generation', 'industry', 'ii', 'basic', 'example', 'fuel', 'weapon', 'mit', 'effort', 'experiment', 'design', 'electricity']"
CarlosVasquez,1,22,58,"['father', 'mother', 'child', 'santa', 'married', 'fe', 'town', 'dad', 'girl', 'brother', 'kid', 'husband', 'bus', 'road', 'barrack', 'wonderful', 'camp', 'hall', 'sister', 'hill']","['science', 'community', 'museum', 'weapon', 'ii', 'national', 'black', 'folk', 'term', 'technology', 'town', 'example', 'opportunity', 'white', 'hanford', 'within', 'effort', 'basic', 'mit', 'often']","['science', 'reactor', 'power', 'technology', 'national', 'student', 'system', 'engineering', 'generation', 'industry', 'ii', 'basic', 'example', 'fuel', 'weapon', 'mit', 'effort', 'experiment', 'design', 'electricity']"
CarltonShugg,2,16,86,"['grove', 'barrier', 'engineering', 'equipment', 'diffusion', 'metal', 'operation', 'president', 'nichols', 'design', 'committee', 'decision', 'construction', 'york', 'dupont', 'keith', 'lawrence', 'chemical', 'columbia', 'colonel']","['grove', 'engineering', 'dupont', 'nichols', 'colonel', 'district', 'committee', 'president', 'barrier', 'keith', 'construction', 'mr', 'officer', 'decision', 'design', 'york', '000', 'operation', 'diffusion', 'organization']","['barrier', 'grove', 'reactor', 'columbia', 'dunning', 'kellex', 'carbide', 'mr', 'fellow', 'nickel', 'keith', 'urey', 'york', 'diffusion', 'c', 'baker', 'plastic', 'power', 'graphite', 'production']"
CarmelBenavides,1,1,54,"['father', 'mother', 'child', 'santa', 'married', 'fe', 'town', 'dad', 'girl', 'brother', 'kid', 'husband', 'bus', 'road', 'barrack', 'wonderful', 'camp', 'hall', 'sister', 'hill']","['child', 'father', 'husband', 'mother', 'santa', 'indian', 'town', 'fe', 'wonderful', 'robert', 'hospital', 'brother', 'doctor', 'dr', 'camp', 'radiation', 'died', 'happy', 'mexico', 'married']","['oppenheimer', 'dorothy', 'black', 'student', 'fe', 'santa', 'j', 'science', 'famous', 'east', 'graduate', 'town', 'someone', 'hill', 'mckibbin', 'palace', 'finished', 'white', 'class', 'eventually']"
CarmelitaHinton,1,13,13,"['father', 'mother', 'child', 'santa', 'married', 'fe', 'town', 'dad', 'girl', 'brother', 'kid', 'husband', 'bus', 'road', 'barrack', 'wonderful', 'camp', 'hall', 'sister', 'hill']","['father', 'mother', 'child', 'dad', 'kid', 'sister', 'parent', 'husband', 'married', 'teacher', 'student', 'died', 'brother', 'son', 'york', 'class', 'grade', 'grandfather', 'wonderful', 'hospital']","['father', 'mother', 'child', 'dad', 'sister', 'parent', 'married', 'kid', 'husband', 'wonderful', 'brother', 'died', 'son', 'grade', 'teacher', 'loved', 'hospital', 'student', 'oppenheimer', 'girl']"
CarmelitaLujan,1,13,13,"['father', 'mother', 'child', 'santa', 'married', 'fe', 'town', 'dad', 'girl', 'brother', 'kid', 'husband', 'bus', 'road', 'barrack', 'wonderful', 'camp', 'hall', 'sister', 'hill']","['father', 'mother', 'child', 'dad', 'kid', 'sister', 'parent', 'husband', 'married', 'teacher', 'student', 'died', 'brother', 'son', 'york', 'class', 'grade', 'grandfather', 'wonderful', 'hospital']","['father', 'mother', 'child', 'dad', 'sister', 'parent', 'married', 'kid', 'husband', 'wonderful', 'brother', 'died', 'son', 'grade', 'teacher', 'loved', 'hospital', 'student', 'oppenheimer', 'girl']"
CarmichaelHigh–CarmichaelJuniorHigh,1,23,23,"['father', 'mother', 'child', 'santa', 'married', 'fe', 'town', 'dad', 'girl', 'brother', 'kid', 'husband', 'bus', 'road', 'barrack', 'wonderful', 'camp', 'hall', 'sister', 'hill']","['hanford', 'barrack', '00', 'construction', 'richland', 'camp', 'b', 'hall', 'pasco', 'church', 'white', 'bluff', 'yakima', 'dupont', 'town', 'trailer', 'suppose', 'river', 'fellow', 'operation']","['00', 'laugh', 'b', 'plane', 'tube', 'island', 'trouble', 'pacific', 'engine', 'inch', 'form', 'force', 'reactor', 'aircraft', 'operation', 'base', 'shift', 'japan', 'east', 'train']"
CarmichaelJunior,1,1,28,"['father', 'mother', 'child', 'santa', 'married', 'fe', 'town', 'dad', 'girl', 'brother', 'kid', 'husband', 'bus', 'road', 'barrack', 'wonderful', 'camp', 'hall', 'sister', 'hill']","['child', 'father', 'husband', 'mother', 'santa', 'indian', 'town', 'fe', 'wonderful', 'robert', 'hospital', 'brother', 'doctor', 'dr', 'camp', 'radiation', 'died', 'happy', 'mexico', 'married']","['ship', 'mit', 'civilian', 'harbor', 'engineering', 'carrier', 'mom', 'check', 'boston', 'board', 'term', 'married', 'michigan', 'navy', 'mr', 'bikini', 'commission', 'oklahoma', 'husband', 'dorm']"
Carnahan,4,26,22,"['hanford', 'richland', 'river', 'dupont', 'waste', 'construction', '000', 'reactor', 'land', 'pasco', 'town', 'tank', 'columbia', '00', 'study', 'worker', 'report', 'cleanup', 'camp', 'law']","['plane', 'mission', 'crew', 'airplane', 'b', 'pilot', 'tinian', '29', 'training', 'wendover', 'reunion', 'dropped', 'hiroshima', 'flew', 'colonel', 'island', 'flight', 'nagasaki', 'japan', 'gay']","['community', 'enjoyed', 'grandmother', 'opportunity', 'black', 'father', 'team', 'mother', 'play', 'thirty', 'folk', 'eventually', 'dad', 'learned', 'forth', 'facility', 'construction', 'wonderful', 'played', 'white']"
CarneysPoint,2,16,17,"['grove', 'barrier', 'engineering', 'equipment', 'diffusion', 'metal', 'operation', 'president', 'nichols', 'design', 'committee', 'decision', 'construction', 'york', 'dupont', 'keith', 'lawrence', 'chemical', 'columbia', 'colonel']","['grove', 'engineering', 'dupont', 'nichols', 'colonel', 'district', 'committee', 'president', 'barrier', 'keith', 'construction', 'mr', 'officer', 'decision', 'design', 'york', '000', 'operation', 'diffusion', 'organization']","['facility', 'reactor', 'neutron', 'source', 'kelly', 'science', 'america', 'russia', 'technology', 'wow', 'term', 'accelerator', 'communist', 'forth', 'example', 'chief', 'civilian', 'useful', 'japan', 'role']"
Carol,6,21,4,"['oppenheimer', 'weapon', 'teller', 'robert', 'science', 'soviet', 'russian', 'student', 'hydrogen', 'term', 'edward', 'berkeley', 'committee', 'president', 'inaudible', 'communist', 'example', 'french', 'party', 'fuchs']","['oppenheimer', 'robert', 'teller', 'berkeley', 'princeton', 'inaudible', 'kitty', 'party', 'student', 'letter', 'edward', 'institute', 'hearing', 'oppie', 'science', 'grove', 'lawrence', 'term', 'member', 'perhaps']","['bush', 'decision', 'grove', 'president', 'committee', 'stimson', 'conant', 'marshall', 'diffusion', 'secretary', 'lawrence', 'example', 'barrier', 'keith', 'nichols', 'report', 'million', 'plutonium', 'electromagnetic', 'particularly']"
Carol B. Roberts,1,13,53,"['father', 'mother', 'child', 'santa', 'married', 'fe', 'town', 'dad', 'girl', 'brother', 'kid', 'husband', 'bus', 'road', 'barrack', 'wonderful', 'camp', 'hall', 'sister', 'hill']","['father', 'mother', 'child', 'dad', 'kid', 'sister', 'parent', 'husband', 'married', 'teacher', 'student', 'died', 'brother', 'son', 'york', 'class', 'grade', 'grandfather', 'wonderful', 'hospital']","['bell', 'park', 'richland', 'husband', 'bob', 'kid', 'town', 'sister', 'married', 'club', 'dad', 'dick', 'peace', 'pool', 'wonderful', '6', 'plane', 'daughter', 'girl', 'library']"
CarolB.,1,13,53,"['father', 'mother', 'child', 'santa', 'married', 'fe', 'town', 'dad', 'girl', 'brother', 'kid', 'husband', 'bus', 'road', 'barrack', 'wonderful', 'camp', 'hall', 'sister', 'hill']","['father', 'mother', 'child', 'dad', 'kid', 'sister', 'parent', 'husband', 'married', 'teacher', 'student', 'died', 'brother', 'son', 'york', 'class', 'grade', 'grandfather', 'wonderful', 'hospital']","['bell', 'park', 'richland', 'husband', 'bob', 'kid', 'town', 'sister', 'married', 'club', 'dad', 'dick', 'peace', 'pool', 'wonderful', '6', 'plane', 'daughter', 'girl', 'library']"
CarolBubnerRoberts,1,1,53,"['father', 'mother', 'child', 'santa', 'married', 'fe', 'town', 'dad', 'girl', 'brother', 'kid', 'husband', 'bus', 'road', 'barrack', 'wonderful', 'camp', 'hall', 'sister', 'hill']","['child', 'father', 'husband', 'mother', 'santa', 'indian', 'town', 'fe', 'wonderful', 'robert', 'hospital', 'brother', 'doctor', 'dr', 'camp', 'radiation', 'died', 'happy', 'mexico', 'married']","['bell', 'park', 'richland', 'husband', 'bob', 'kid', 'town', 'sister', 'married', 'club', 'dad', 'dick', 'peace', 'pool', 'wonderful', '6', 'plane', 'daughter', 'girl', 'library']"
